Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ0889,Loader,Transportation,Inventory,-,-,-,1500000,1577,5000,8/22/2025,8/31/2025,9,Available
EQ0890,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,1342,120,6/18/2025,-,12,Available
EQ0891,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1732,8000,4/21/2025,4/23/2025,2,Available
EQ0892,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,644,5000,1/25/2025,-,27,Available
EQ0893,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,1225,8000,3/12/2025,-,17,Available
EQ0894,Compressor,Technical Equipment,On Rent,-,-,-,600000,364,1800,4/24/2025,-,9,Available
EQ0895,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,1204,120,8/31/2025,-,6,Available
EQ0896,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1153,150,9/3/2025,9/13/2025,10,Available
EQ0897,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,347,5000,5/22/2025,5/26/2025,4,Available
EQ0898,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1660,6500,5/19/2025,-,14,Available
EQ0899,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,1237,100,7/4/2025,-,5,Available
EQ0900,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,658,5000,5/27/2025,-,10,Available
EQ0901,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1447,8000,7/5/2025,-,8,Under Repair
EQ0902,Harness Set,Safety,Inventory,-,-,-,15000,1731,300,6/21/2025,6/22/2025,1,Available
EQ0903,Crane,Transportation,Inventory,-,-,-,2000000,1172,6500,3/3/2025,3/4/2025,1,Available
EQ0904,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,153,7000,5/18/2025,-,10,Available
EQ0905,Crane,Transportation,In Maintenance,-,-,-,2000000,1749,6500,11/5/2025,-,15,Under Repair
EQ0906,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1007,1800,5/23/2025,-,26,Available
EQ0907,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,153,7000,11/24/2025,-,25,Available
EQ0908,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,1299,9500,9/1/2025,-,25,Available
EQ0909,Dump Truck,Transportation,Inventory,-,-,-,4500000,1426,9500,5/18/2025,5/24/2025,6,Available
EQ0910,Crane,Transportation,In Maintenance,-,-,-,2000000,1117,6500,3/6/2025,-,4,Under Repair
EQ0911,Dump Truck,Transportation,Inventory,-,-,-,4500000,607,9500,9/29/2025,10/10/2025,11,Available
EQ0912,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1597,5000,5/20/2025,-,13,Under Repair
EQ0913,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,636,5000,1/6/2025,-,9,Under Repair
EQ0914,Compressor,Technical Equipment,Inventory,-,-,-,600000,785,1800,9/14/2025,9/25/2025,11,Available
EQ0915,Safety Net,Safety,In Maintenance,-,-,-,20000,420,250,2/19/2025,-,13,Under Repair
EQ0916,Safety Net,Safety,On Rent,-,-,-,20000,760,250,8/16/2025,-,9,Available
EQ0917,Harness Set,Safety,Inventory,-,-,-,15000,1344,300,11/14/2025,11/17/2025,3,Available
EQ0918,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,542,5000,4/1/2025,4/16/2025,15,Available
EQ0919,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,1224,1500,10/16/2025,-,10,Available
EQ0920,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1709,300,6/1/2025,-,29,Available
EQ0921,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,1824,300,10/31/2025,-,19,Available
EQ0922,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,685,300,1/21/2025,-,24,Available
EQ0923,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,1899,7000,7/1/2025,-,22,Available
EQ0924,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1851,5000,7/13/2025,-,22,Available
EQ0925,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,124,9500,10/6/2025,-,7,Available
EQ0926,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,387,150,9/5/2025,-,9,Under Repair
EQ0927,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,664,5000,7/24/2025,-,27,Available
EQ0928,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,402,9500,5/4/2025,-,12,Available
EQ0929,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,2057,6500,7/16/2025,-,8,Available
EQ0930,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,312,6500,2/22/2025,-,28,Available
EQ0931,Gloves Pack,Safety,On Rent,-,-,-,5000,161,100,5/1/2025,-,9,Available
EQ0932,Road Roller,Transportation,On Rent,-,-,-,3000000,665,7000,4/21/2025,-,21,Available
EQ0933,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,195,100,6/23/2025,-,15,Available
EQ0934,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1504,8000,6/23/2025,-,19,Available
EQ0935,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1407,150,1/30/2025,-,5,Under Repair
EQ0936,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1434,8000,1/23/2025,-,19,Available
EQ0937,Harness Set,Safety,Inventory,-,-,-,15000,860,300,4/16/2025,4/22/2025,6,Available
EQ0938,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1874,250,9/2/2025,-,29,Available
EQ0939,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,1609,5000,6/16/2025,-,22,Available
EQ0940,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1289,5000,7/17/2025,7/28/2025,11,Available
EQ0941,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,586,6500,9/17/2025,-,10,Available
EQ0942,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1658,150,7/5/2025,-,13,Under Repair
EQ0943,Road Roller,Transportation,Inventory,-,-,-,3000000,119,7000,7/13/2025,7/17/2025,4,Available
EQ0944,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,1003,9500,7/11/2025,-,27,Available
EQ0945,Crane,Transportation,On Rent,-,-,-,2000000,754,6500,11/14/2025,-,14,Available
EQ0946,Gloves Pack,Safety,Inventory,-,-,-,5000,1080,100,9/1/2025,9/5/2025,4,Available
EQ0947,Safety Jacket,Safety,Inventory,-,-,-,6000,124,120,2/28/2025,3/2/2025,2,Available
EQ0948,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1626,1500,7/23/2025,-,17,Available
EQ0949,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,853,5000,10/12/2025,-,8,Available
EQ0950,Road Roller,Transportation,Inventory,-,-,-,3000000,251,7000,5/7/2025,5/22/2025,15,Available
EQ0951,Safety Helmet Set,Safety,On Rent,-,-,-,8000,1478,150,2/16/2025,-,10,Available
EQ0952,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1025,1800,3/8/2025,-,16,Available
EQ0953,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,778,1200,10/20/2025,-,28,Available
EQ0954,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,925,120,5/31/2025,-,13,Available
EQ0955,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1959,1800,4/19/2025,-,12,Available
EQ0956,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,132,120,9/27/2025,-,26,Available
EQ0957,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1801,250,6/30/2025,-,21,Available
EQ0958,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,1546,1500,8/20/2025,-,25,Available
EQ0959,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,1812,100,4/9/2025,-,28,Available
EQ0960,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1209,7000,1/7/2025,-,15,Under Repair
EQ0961,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,1025,8000,6/30/2025,-,30,Available
EQ0962,Safety Net,Safety,Inventory,-,-,-,20000,763,250,9/12/2025,9/24/2025,12,Available
EQ0963,Excavator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,2500000,802,8000,10/20/2025,-,22,Available
EQ0964,Crane,Transportation,In Maintenance,-,-,-,2000000,1816,6500,8/12/2025,-,2,Under Repair
EQ0965,Bulldozer,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3500000,1561,8000,10/22/2025,-,8,Available
EQ0966,Safety Jacket,Safety,Inventory,-,-,-,6000,445,120,11/3/2025,11/16/2025,13,Available
EQ0967,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1952,8000,11/14/2025,-,8,Under Repair
EQ0968,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,210,9500,9/9/2025,-,25,Available
EQ0969,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,1907,1800,3/23/2025,-,15,Available
EQ0970,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1326,1500,3/15/2025,-,10,Available
EQ0971,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1277,300,11/10/2025,-,24,Available
EQ0972,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,1207,250,3/21/2025,-,29,Available
EQ0973,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,332,250,1/25/2025,-,28,Available
EQ0974,Hydraulic Breaker,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,1200000,1066,5000,5/18/2025,-,14,Available
EQ0975,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,920,5000,1/16/2025,-,21,Available
EQ0976,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,219,1200,3/11/2025,-,4,Under Repair
EQ0977,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1288,1200,7/28/2025,-,28,Available
EQ0978,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,972,1500,2/8/2025,-,11,Under Repair
EQ0979,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,562,6500,8/18/2025,-,11,Available
EQ0980,Road Roller,Transportation,Inventory,-,-,-,3000000,1397,7000,11/6/2025,11/15/2025,9,Available
EQ0981,Safety Net,Safety,Inventory,-,-,-,20000,1256,250,9/20/2025,10/5/2025,15,Available
EQ0982,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,408,1800,9/21/2025,-,25,Available
EQ0983,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,789,250,8/21/2025,-,12,Available
EQ0984,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1720,8000,8/23/2025,-,2,Under Repair
EQ0985,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,201,300,7/23/2025,-,16,Available
EQ0986,Road Roller,Transportation,Inventory,-,-,-,3000000,1935,7000,3/10/2025,3/23/2025,13,Available
EQ0987,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1668,250,7/14/2025,-,26,Available
EQ0988,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,787,150,7/2/2025,-,23,Available
EQ0989,Gloves Pack,Safety,Inventory,-,-,-,5000,1379,100,1/11/2025,1/25/2025,14,Available
EQ0990,Loader,Transportation,In Maintenance,-,-,-,1500000,568,5000,9/8/2025,-,4,Under Repair
EQ0991,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,793,1800,8/23/2025,-,10,Available
EQ0992,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,432,1200,3/26/2025,-,17,Available
EQ0993,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,198,1800,6/6/2025,-,11,Under Repair
EQ0994,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1204,150,7/24/2025,-,9,Under Repair
EQ0995,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,1961,6500,7/2/2025,-,16,Available
EQ0996,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1183,1200,3/25/2025,-,7,Under Repair
EQ0997,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,914,1500,4/26/2025,4/27/2025,1,Available
EQ0998,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,863,1500,5/27/2025,-,20,Available
EQ0999,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1521,150,1/21/2025,-,28,Available
EQ1000,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1544,1500,9/7/2025,9/13/2025,6,Available
EQ1001,Excavator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,2500000,970,8000,10/13/2025,-,16,Available
EQ1002,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,698,1200,4/15/2025,-,26,Available
EQ1003,Compressor,Technical Equipment,Inventory,-,-,-,600000,1800,1800,6/11/2025,6/16/2025,5,Available
EQ1004,Safety Jacket,Safety,On Rent,-,-,-,6000,679,120,7/24/2025,-,8,Available
EQ1005,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,927,1800,3/31/2025,-,7,Available
EQ1006,Bulldozer,Transportation,On Rent,Katras Tunnel,23.81,86.44,3500000,343,8000,6/26/2025,-,6,Available
EQ1007,Bulldozer,Transportation,Inventory,-,-,-,3500000,823,8000,10/28/2025,11/10/2025,13,Available
EQ1008,Road Roller,Transportation,Inventory,-,-,-,3000000,1654,7000,9/6/2025,9/17/2025,11,Available
EQ1009,Safety Net,Safety,Inventory,-,-,-,20000,237,250,1/4/2025,1/8/2025,4,Available
EQ1010,Safety Jacket,Safety,On Rent,-,-,-,6000,1425,120,8/2/2025,-,11,Available
EQ1011,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1254,1500,11/29/2025,-,11,Available
EQ1012,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1195,1200,8/20/2025,-,14,Available
EQ1013,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,2048,9500,7/11/2025,-,10,Available
EQ1014,Safety Net,Safety,Inventory,-,-,-,20000,666,250,11/14/2025,11/29/2025,15,Available
EQ1015,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,803,7000,5/9/2025,-,20,Available
EQ1016,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,994,5000,8/23/2025,-,7,Available
EQ1017,Crane,Transportation,In Maintenance,-,-,-,2000000,1316,6500,11/11/2025,-,13,Under Repair
EQ1018,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,1378,5000,10/24/2025,-,14,Available
EQ1019,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,690,1800,1/5/2025,-,30,Available
EQ1020,Gloves Pack,Safety,On Rent,Katras Tunnel,23.81,86.44,5000,1613,100,7/16/2025,-,28,Available
EQ1021,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,1144,9500,4/21/2025,-,7,Available
EQ1022,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1065,1500,2/1/2025,-,8,Available
EQ1023,Gloves Pack,Safety,Inventory,-,-,-,5000,524,100,3/31/2025,4/11/2025,11,Available
EQ1024,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1151,9500,6/11/2025,-,14,Available
EQ1025,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,295,5000,9/11/2025,-,15,Available
EQ1026,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1290,8000,9/10/2025,-,5,Under Repair
EQ1027,Crane,Transportation,Inventory,-,-,-,2000000,916,6500,9/12/2025,9/21/2025,9,Available
EQ1028,Harness Set,Safety,Inventory,-,-,-,15000,1920,300,5/12/2025,5/13/2025,1,Available
EQ1029,Dump Truck,Transportation,Inventory,-,-,-,4500000,316,9500,9/11/2025,9/13/2025,2,Available
EQ1030,Road Roller,Transportation,Inventory,-,-,-,3000000,276,7000,1/12/2025,1/25/2025,13,Available
EQ1031,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1636,8000,1/29/2025,2/8/2025,10,Available
EQ1032,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,234,250,11/10/2025,-,10,Available
EQ1033,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,777,250,7/17/2025,-,19,Available
EQ1034,Gloves Pack,Safety,In Maintenance,-,-,-,5000,644,100,5/26/2025,-,11,Under Repair
EQ1035,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,933,1200,6/17/2025,-,12,Available
EQ1036,Bulldozer,Transportation,Inventory,-,-,-,3500000,233,8000,2/7/2025,2/11/2025,4,Available
EQ1037,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,433,6500,4/15/2025,-,16,Available
EQ1038,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,393,8000,9/2/2025,-,13,Under Repair
EQ1039,Bulldozer,Transportation,Inventory,-,-,-,3500000,1744,8000,9/17/2025,9/23/2025,6,Available
EQ1040,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,833,1800,9/18/2025,-,6,Available
EQ1041,Safety Jacket,Safety,On Rent,-,-,-,6000,461,120,9/1/2025,-,14,Available
EQ1042,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,1564,300,2/16/2025,-,23,Available
EQ1043,Gloves Pack,Safety,Inventory,-,-,-,5000,1230,100,1/24/2025,2/3/2025,10,Available
EQ1044,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1213,8000,10/5/2025,-,11,Available
EQ1045,Dump Truck,Transportation,Inventory,-,-,-,4500000,1340,9500,1/5/2025,1/12/2025,7,Available
EQ1046,Road Roller,Transportation,Inventory,-,-,-,3000000,1930,7000,2/4/2025,2/6/2025,2,Available
EQ1047,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,694,250,9/16/2025,-,6,Available
EQ1048,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1560,5000,4/25/2025,-,10,Under Repair
EQ1049,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,2126,300,10/2/2025,-,29,Available
EQ1050,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1375,150,1/5/2025,1/13/2025,8,Available
EQ1051,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,1779,300,12/1/2025,-,5,Available
EQ1052,Crane,Transportation,In Maintenance,-,-,-,2000000,808,6500,3/21/2025,-,8,Under Repair
EQ1053,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,1478,300,2/27/2025,-,14,Available
EQ1054,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1751,300,10/8/2025,-,14,Available
EQ1055,Gloves Pack,Safety,Inventory,-,-,-,5000,654,100,10/31/2025,11/7/2025,7,Available
EQ1056,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,1773,120,1/3/2025,-,10,Available
EQ1057,Compressor,Technical Equipment,Inventory,-,-,-,600000,1434,1800,1/27/2025,2/2/2025,6,Available
EQ1058,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,346,9500,7/8/2025,-,14,Available
EQ1059,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1040,8000,7/17/2025,7/25/2025,8,Available
EQ1060,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1157,5000,7/31/2025,-,13,Under Repair
EQ1061,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,516,5000,2/7/2025,2/19/2025,12,Available
EQ1062,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,1199,9500,1/12/2025,-,29,Available
EQ1063,Road Roller,Transportation,On Rent,-,-,-,3000000,1751,7000,4/8/2025,-,12,Available
EQ1064,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,626,1800,2/13/2025,-,6,Under Repair
EQ1065,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,478,5000,6/26/2025,-,11,Available
EQ1066,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,1481,1500,4/23/2025,-,20,Available
EQ1067,Bulldozer,Transportation,Inventory,-,-,-,3500000,1299,8000,6/6/2025,6/12/2025,6,Available
EQ1068,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,247,1800,8/11/2025,-,7,Available
EQ1069,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,559,250,6/10/2025,-,23,Available
EQ1070,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,1281,5000,4/1/2025,-,20,Available
EQ1071,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,270,7000,11/16/2025,-,24,Available
EQ1072,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,717,8000,5/13/2025,-,29,Available
EQ1073,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,2049,5000,11/22/2025,-,8,Under Repair
EQ1074,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,1135,1200,11/19/2025,-,8,Available
EQ1075,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1491,1500,6/3/2025,-,13,Under Repair
EQ1076,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,666,1800,10/15/2025,-,28,Available
EQ1077,Loader,Transportation,On Rent,-,-,-,1500000,1737,5000,6/19/2025,-,9,Available
EQ1078,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,673,1200,3/24/2025,-,23,Available
EQ1079,Safety Net,Safety,Inventory,-,-,-,20000,1670,250,4/1/2025,4/10/2025,9,Available
EQ1080,Concrete Mixer,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,150000,1276,1500,11/21/2025,-,18,Available
EQ1081,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1677,1500,7/11/2025,-,16,Available
EQ1082,Compressor,Technical Equipment,Inventory,-,-,-,600000,1566,1800,7/15/2025,7/23/2025,8,Available
EQ1083,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,1685,100,9/10/2025,-,24,Available
EQ1084,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,558,1500,1/21/2025,-,15,Under Repair
EQ1085,Bulldozer,Transportation,Inventory,-,-,-,3500000,976,8000,3/22/2025,3/29/2025,7,Available
EQ1086,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,814,150,9/9/2025,-,23,Available
EQ1087,Safety Jacket,Safety,Inventory,-,-,-,6000,1144,120,5/2/2025,5/8/2025,6,Available
EQ1088,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,569,150,5/2/2025,-,6,Available
